,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,latitude,longitude,number_of_baths,shared_bath,Unnamed: 0,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable,netflix,fireplace,cable_tv,luggage_dropof_allowed
5958,,,,f,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,2,1.0,1.0,65.0,1,21,t,31,97.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.42,37.96439,23.72207,1.5,False,5958,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5959,within a few hours,80.0,75.0,t,t,ΖΑΠΠΕΙΟ,Entire home/apt,3,1.0,3.0,25.0,2,60,t,10,94.0,9.0,9.0,10.0,10.0,10.0,9.0,f,0.46,37.97116,23.74075,1.0,False,5959,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5960,within an hour,100.0,,f,t,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,Entire home/apt,5,2.0,3.0,32.0,1,1125,t,0,,,,,,,,t,,37.99279,23.72179,1.5,False,5960,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5961,within a few hours,100.0,100.0,t,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Private room,4,1.0,2.0,49.0,2,31,t,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.65,37.97519,23.72938,1.5,True,5961,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5962,within an hour,100.0,100.0,t,t,ΠΑΓΚΡΑΤΙ,Entire home/apt,2,,1.0,39.0,3,9,t,26,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,1.21,37.96736,23.75352,1.0,False,5962,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5963,,,,f,f,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,4,2.0,3.0,100.0,1,1125,t,0,,,,,,,,t,,37.96615,23.70635,1.0,False,5963,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5964,within an hour,89.0,100.0,f,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,5,2.0,4.0,26.0,1,30,t,14,84.0,9.0,9.0,9.0,10.0,9.0,9.0,t,0.67,37.99287,23.72752,1.0,False,5964,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5965,within a day,91.0,95.0,t,t,ΘΗΣΕΙΟ,Entire home/apt,5,2.0,4.0,165.0,2,1125,t,62,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,2.98,37.97871,23.72188,2.0,False,5965,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5966,within a few hours,100.0,100.0,t,t,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,4,,2.0,26.0,28,1125,t,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,0.2,37.96882,23.70963,1.0,False,5966,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5967,,,,f,f,ΒΟΤΑΝΙΚΟΣ,Entire home/apt,4,,2.0,50.0,2,1125,t,10,90.0,9.0,10.0,9.0,9.0,9.0,9.0,f,0.46,37.97584,23.70594,1.0,False,5967,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5968,,,,f,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,4,2.0,2.0,50.0,3,3,t,0,,,,,,,,t,,37.9872,23.72178,1.0,False,5968,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5969,,,100.0,t,f,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,4,1.0,1.0,30.0,2,365,t,18,98.0,10.0,10.0,10.0,10.0,9.0,10.0,t,0.83,37.96822,23.70112,1.0,False,5969,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5970,within an hour,100.0,94.0,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,6,2.0,4.0,43.0,2,1125,t,52,97.0,10.0,10.0,10.0,10.0,10.0,9.0,t,2.41,37.96465,23.73357,1.0,False,5970,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5971,within an hour,100.0,96.0,f,t,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,4,1.0,2.0,67.0,2,90,t,22,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,1.02,37.98539,23.75418,1.0,False,5971,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5972,within an hour,99.0,99.0,f,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,2.0,2.0,35.0,1,28,t,31,95.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.45,37.98355,23.73442,2.0,False,5972,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5973,,,,f,f,ΑΚΡΟΠΟΛΗ,Entire home/apt,4,1.0,1.0,53.0,2,100,t,0,,,,,,,,f,,37.96333,23.71682,1.0,False,5973,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5974,within a few hours,100.0,100.0,f,t,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,6,2.0,2.0,57.0,2,1125,t,64,95.0,10.0,10.0,10.0,10.0,10.0,10.0,t,3.01,37.96975,23.70951,1.0,False,5974,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5975,within an hour,100.0,100.0,f,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,1.0,33.0,1,30,t,17,94.0,10.0,10.0,10.0,9.0,10.0,9.0,t,0.79,37.9746,23.73178,1.5,False,5975,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5976,,,,f,f,ΑΝΩ ΚΥΨΕΛΗ,Entire home/apt,4,1.0,1.0,40.0,2,1125,t,0,,,,,,,,t,,38.00623,23.74756,1.0,False,5976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5977,within an hour,100.0,100.0,t,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,6,2.0,4.0,44.0,3,30,t,21,100.0,10.0,10.0,10.0,10.0,9.0,10.0,t,0.98,37.98845,23.72372,1.0,False,5977,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5978,within an hour,100.0,100.0,t,t,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,14,5.0,8.0,120.0,2,365,t,50,98.0,10.0,10.0,10.0,10.0,9.0,10.0,t,2.33,37.99505,23.72994,2.5,False,5978,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5979,within an hour,100.0,95.0,f,t,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,3,1.0,2.0,62.0,1,1125,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.06,37.98269,23.71726,1.0,False,5979,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5980,,,,t,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,4,1.0,2.0,33.0,2,1125,t,15,93.0,9.0,9.0,10.0,10.0,9.0,9.0,f,0.69,37.98147,23.71901,1.0,False,5980,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5981,within an hour,100.0,96.0,f,t,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,4,1.0,1.0,35.0,1,28,t,30,91.0,9.0,9.0,10.0,10.0,9.0,8.0,t,1.52,37.98972,23.76389,1.0,False,5981,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5982,within an hour,100.0,95.0,f,t,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,3,1.0,1.0,68.0,1,1125,t,1,80.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.05,37.98285,23.71426,1.0,False,5982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5983,within a day,100.0,100.0,t,f,ΓΚΥΖΗ,Entire home/apt,6,2.0,4.0,38.0,2,1125,t,29,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.4,37.98964,23.75055,1.5,False,5983,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5984,within an hour,100.0,100.0,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,6,2.0,3.0,35.0,2,1125,t,27,96.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.26,37.96576,23.72977,1.0,False,5984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5985,,,,f,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,2,1.0,1.0,36.0,2,3,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.05,37.98387,23.73624,1.0,False,5985,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5986,within an hour,100.0,98.0,t,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,5,2.0,3.0,55.0,2,40,t,41,98.0,10.0,10.0,10.0,10.0,9.0,10.0,t,1.95,37.98802,23.73517,1.0,False,5986,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5987,within an hour,78.0,99.0,f,t,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,3,1.0,2.0,25.0,1,1125,t,24,87.0,9.0,9.0,9.0,9.0,8.0,9.0,t,1.13,37.99381,23.72903,1.0,False,5987,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5988,within a day,100.0,100.0,t,t,ΛΥΚΑΒΗΤΤΟΣ,Entire home/apt,3,1.0,2.0,63.0,2,1125,t,42,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,2.0,37.98426,23.75186,1.0,False,5988,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5989,within an hour,100.0,96.0,f,t,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,Entire home/apt,5,2.0,2.0,29.0,5,1125,t,19,85.0,9.0,9.0,10.0,10.0,8.0,9.0,f,0.9,38.00337,23.72771,1.5,False,5989,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5990,,,,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,1.0,45.0,1,1125,t,0,,,,,,,,f,,37.97453,23.72971,1.0,False,5990,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5991,,,,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,1.0,1.0,200.0,1,1125,t,1,,,,,,,,f,0.06,37.97612,23.72955,1.0,False,5991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5992,,,,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,1.0,45.0,1,1125,t,0,,,,,,,,f,,37.97481,23.72828,1.0,False,5992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5993,within an hour,100.0,100.0,t,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,8,3.0,4.0,206.0,1,1125,t,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.43,37.96742,23.72919,2.5,False,5993,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5994,within a few hours,100.0,100.0,t,f,ΓΚΥΖΗ,Entire home/apt,4,1.0,1.0,45.0,3,1125,t,12,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,0.56,37.99307,23.74839,2.5,False,5994,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5995,within an hour,90.0,95.0,f,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,6,2.0,2.0,50.0,1,1125,t,38,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.8,37.9843,23.73538,1.0,False,5995,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5996,within an hour,100.0,100.0,t,t,ΓΟΥΔΙ,Entire home/apt,4,2.0,2.0,42.0,2,18,t,147,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,7.04,37.98387,23.76568,1.0,False,5996,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5997,,,100.0,t,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,2.0,2.0,340.0,3,60,t,44,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,2.04,37.96332,23.72263,1.0,False,5997,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5998,,,,f,f,ΠΕΤΡΑΛΩΝΑ,Private room,1,1.0,2.0,20.0,1,15,t,3,93.0,9.0,9.0,10.0,10.0,7.0,10.0,t,0.15,37.97305,23.70715,1.0,True,5998,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5999,,,,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,1.0,80.0,2,60,t,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.1,37.97733,23.72729,1.0,False,5999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6000,within an hour,100.0,95.0,t,t,ΖΑΠΠΕΙΟ,Entire home/apt,4,2.0,3.0,54.0,1,1125,t,34,96.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.67,37.96795,23.73134,1.0,False,6000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6001,within an hour,100.0,100.0,t,f,ΙΛΙΣΙΑ,Entire home/apt,2,1.0,1.0,28.0,1,100,t,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.8,37.97451,23.75198,1.0,False,6001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6002,,,,f,t,ΚΟΛΩΝΑΚΙ,Entire home/apt,2,1.0,1.0,40.0,1,1125,t,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.1,37.97874,23.75108,1.0,False,6002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6003,,,0.0,t,t,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,2,1.0,1.0,35.0,1,1125,t,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.14,37.96388,23.73232,1.0,False,6003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6004,,,,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,1.0,70.0,2,60,t,2,100.0,10.0,6.0,10.0,9.0,10.0,8.0,t,0.1,37.97759,23.72806,1.0,False,6004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6005,within an hour,100.0,93.0,t,t,ΙΛΙΣΙΑ,Entire home/apt,5,2.0,4.0,46.0,3,28,t,20,97.0,10.0,10.0,10.0,9.0,9.0,10.0,t,0.96,37.97639,23.75419,1.0,False,6005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6006,,,100.0,t,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,2,1.0,1.0,38.0,2,1125,t,20,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,0.94,37.98693,23.7434,1.0,False,6006,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6007,,,,t,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,Entire home/apt,2,1.0,2.0,26.0,4,1125,t,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.24,38.00515,23.73472,1.0,False,6007,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6008,,,,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,2.0,3.0,59.0,1,365,t,6,90.0,10.0,10.0,10.0,10.0,9.0,10.0,f,0.28,37.95933,23.73477,1.0,False,6008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6009,within an hour,100.0,,t,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,1.0,2.0,40.0,1,1125,t,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.14,37.95813,23.72361,1.0,False,6009,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6010,,,,f,f,ΘΗΣΕΙΟ,Private room,4,1.0,2.0,140.0,1,1125,t,0,,,,,,,,t,,37.97722,23.72173,1.0,True,6010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
