,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,latitude,longitude,number_of_baths,shared_bath,Unnamed: 0,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable,netflix,fireplace,cable_tv,luggage_dropof_allowed
6011,,,,t,f,ΓΟΥΒΑ,Entire home/apt,3,1.0,2.0,27.0,2,1125,t,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.56,37.95873,23.73834,1.0,False,6011,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6012,a few days or more,0.0,,f,t,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,7,2.0,3.0,34.0,1,400,t,0,,,,,,,,t,,37.95976,23.72232,1.5,False,6012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6013,within an hour,100.0,100.0,f,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,7,3.0,5.0,79.0,1,1125,t,67,93.0,10.0,9.0,9.0,10.0,10.0,10.0,t,3.15,37.96635,23.72375,3.0,False,6013,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6014,within an hour,100.0,100.0,f,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,7,3.0,5.0,57.0,1,1125,t,70,92.0,9.0,9.0,9.0,10.0,10.0,10.0,t,3.29,37.96635,23.72375,1.5,False,6014,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6015,within an hour,100.0,100.0,f,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,7,3.0,5.0,46.0,1,1125,t,68,95.0,10.0,9.0,9.0,10.0,10.0,9.0,t,3.2,37.96635,23.72375,1.5,False,6015,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6016,within an hour,99.0,100.0,f,t,ΙΛΙΣΙΑ,Entire home/apt,4,,1.0,38.0,1,1125,t,26,84.0,9.0,8.0,10.0,10.0,10.0,8.0,t,1.21,37.97886,23.7548,1.0,False,6016,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6017,within an hour,99.0,100.0,f,t,ΙΛΙΣΙΑ,Entire home/apt,4,,1.0,35.0,1,1125,t,24,88.0,10.0,9.0,10.0,10.0,9.0,9.0,t,1.13,37.97771,23.75418,1.0,False,6017,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6018,within a day,100.0,100.0,t,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,1.0,2.0,25.0,15,180,t,43,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,2.02,37.95963,23.73531,1.0,False,6018,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6019,,,,f,f,ΚΟΛΟΚΥΝΘΟΥ,Entire home/apt,4,,2.0,30.0,3,37,t,0,,,,,,,,t,,38.00131,23.7096,1.0,False,6019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6020,within an hour,100.0,50.0,f,t,ΠΑΤΗΣΙΑ,Entire home/apt,2,,2.0,25.0,3,1125,t,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.24,38.01303,23.73075,1.0,False,6020,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,,,50.0,t,f,ΚΥΨΕΛΗ,Entire home/apt,2,1.0,1.0,32.0,3,40,t,18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.87,38.00004,23.73394,1.5,False,6021,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6022,,,,f,f,ΠΑΓΚΡΑΤΙ,Entire home/apt,7,3.0,5.0,28.0,2,1125,t,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.26,37.9694,23.7494,1.0,False,6022,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6023,within a day,67.0,100.0,f,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,5,3.0,3.0,99.0,2,1125,t,22,91.0,10.0,9.0,10.0,9.0,9.0,9.0,f,1.05,37.96217,23.72329,1.0,False,6023,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6024,within a day,67.0,100.0,f,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,2,1.0,1.0,59.0,2,1125,t,29,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,1.33,37.96361,23.72214,1.0,False,6024,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6025,,,,f,t,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,4,1.0,3.0,38.0,2,10,t,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,0.14,37.9945,23.76496,1.0,False,6025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6026,within a few hours,75.0,100.0,f,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,3,,2.0,23.0,2,1000,t,7,80.0,10.0,9.0,10.0,9.0,9.0,9.0,t,0.34,37.9867,23.72575,1.0,False,6026,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6027,,,,f,f,ΘΗΣΕΙΟ,Hotel room,4,1.0,2.0,160.0,1,1125,t,0,,,,,,,,t,,37.97722,23.72176,1.0,False,6027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6028,,,,f,f,ΘΗΣΕΙΟ,Hotel room,4,1.0,2.0,150.0,1,1125,t,0,,,,,,,,t,,37.97705,23.72237,1.0,False,6028,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6029,,,100.0,f,t,ΓΚΥΖΗ,Entire home/apt,2,1.0,1.0,39.0,5,1125,t,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.37,37.99131,23.74823,1.0,False,6029,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6030,within an hour,100.0,100.0,t,t,ΓΟΥΔΙ,Entire home/apt,2,1.0,1.0,54.0,4,28,t,40,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.88,37.98506,23.76244,1.0,False,6030,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6031,within a few hours,100.0,80.0,t,f,ΓΟΥΔΙ,Entire home/apt,6,2.0,4.0,80.0,2,1125,t,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.15,37.9833,23.76135,2.0,False,6031,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6032,within an hour,100.0,100.0,f,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,2,1.0,1.0,28.0,2,1125,t,35,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,1.65,37.98918,23.73596,1.0,False,6032,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6033,,,,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,1.0,1.0,35.0,3,7,t,0,,,,,,,,t,,37.95417,23.72109,1.0,False,6033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6034,within an hour,100.0,100.0,f,t,ΠΑΤΗΣΙΑ,Entire home/apt,6,2.0,3.0,30.0,3,28,t,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.25,38.01256,23.73539,1.5,False,6034,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6035,within an hour,100.0,100.0,t,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,2,1.0,1.0,25.0,2,20,t,26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.26,37.96264,23.72215,1.0,False,6035,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6036,within an hour,100.0,100.0,t,f,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,Entire home/apt,5,1.0,1.0,47.0,3,31,t,39,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,1.81,37.96544,23.73975,1.0,False,6036,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6037,within an hour,100.0,77.0,t,t,ΑΚΡΟΠΟΛΗ,Entire home/apt,4,1.0,2.0,31.0,364,365,t,131,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,6.06,37.96455,23.71912,1.0,False,6037,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6038,within an hour,100.0,,t,f,ΠΑΓΚΡΑΤΙ,Entire home/apt,3,1.0,2.0,54.0,1,1125,t,0,,,,,,,,t,,37.96618,23.749,1.0,False,6038,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6039,within an hour,100.0,,t,f,ΠΑΓΚΡΑΤΙ,Entire home/apt,2,1.0,1.0,46.0,1,1125,t,0,,,,,,,,t,,37.96634,23.74872,1.0,False,6039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6040,within a few hours,100.0,67.0,t,t,ΚΥΨΕΛΗ,Entire home/apt,2,1.0,1.0,26.0,2,1125,t,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,0.09,38.00032,23.73824,1.5,False,6040,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6041,within a few hours,100.0,90.0,t,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,2.0,80.0,1,1125,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.06,37.97536,23.73207,1.0,False,6041,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6042,,,,f,f,ΣΤΑΔΙΟ,Private room,2,1.0,1.0,41.0,1,10,t,0,,,,,,,,f,,37.96501,23.74555,1.0,False,6042,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6043,,,100.0,f,t,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,2,1.0,2.0,25.0,2,1125,t,17,94.0,10.0,10.0,10.0,10.0,10.0,9.0,t,0.8,37.97074,23.70962,1.0,False,6043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6044,within an hour,97.0,98.0,f,t,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,8,4.0,5.0,108.0,2,730,t,33,96.0,10.0,10.0,10.0,10.0,9.0,10.0,t,1.63,37.96196,23.72498,1.5,False,6044,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6045,within an hour,100.0,100.0,t,t,ΓΚΥΖΗ,Entire home/apt,4,2.0,2.0,120.0,2,20,t,58,97.0,10.0,10.0,10.0,10.0,9.0,9.0,t,2.71,37.99088,23.74324,2.0,False,6045,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6046,within an hour,100.0,98.0,f,t,ΑΝΩ ΚΥΨΕΛΗ,Entire home/apt,5,2.0,3.0,58.0,4,1125,t,15,91.0,10.0,9.0,9.0,10.0,9.0,10.0,t,0.7,38.00796,23.74764,1.0,False,6046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6047,within a day,100.0,100.0,t,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,4,1.0,1.0,40.0,2,21,t,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.43,37.98963,23.72254,1.0,False,6047,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6048,within an hour,100.0,,f,f,ΖΑΠΠΕΙΟ,Entire home/apt,4,1.0,1.0,137.0,1,1125,t,0,,,,,,,,t,,37.97577,23.73898,1.0,False,6048,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6049,within an hour,100.0,100.0,t,f,ΠΑΓΚΡΑΤΙ,Entire home/apt,3,1.0,2.0,22.0,2,7,t,54,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,2.57,37.96985,23.74844,1.0,False,6049,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6050,,,,f,f,ΙΛΙΣΙΑ,Entire home/apt,2,1.0,1.0,40.0,3,6,t,0,,,,,,,,f,,37.97665,23.75309,1.0,False,6050,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6051,within an hour,100.0,100.0,t,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,7,2.0,4.0,36.0,2,22,t,99,96.0,10.0,9.0,10.0,10.0,9.0,9.0,t,4.66,37.98236,23.72115,1.0,False,6051,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6052,within an hour,100.0,,f,f,ΚΟΛΩΝΑΚΙ,Entire home/apt,5,1.0,1.0,180.0,1,1125,t,0,,,,,,,,t,,37.97603,23.74022,1.0,False,6052,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6053,within an hour,100.0,,f,f,ΚΟΛΩΝΑΚΙ,Entire home/apt,4,1.0,1.0,214.0,1,1125,t,0,,,,,,,,t,,37.97721,23.74024,1.0,False,6053,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6054,within an hour,100.0,100.0,f,f,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,2,1.0,1.0,29.0,1,365,t,36,93.0,10.0,9.0,9.0,10.0,9.0,10.0,t,1.73,37.95627,23.72319,1.0,False,6054,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6055,,,,f,t,ΠΑΓΚΡΑΤΙ,Entire home/apt,4,1.0,2.0,50.0,2,1125,t,9,91.0,9.0,9.0,9.0,9.0,10.0,10.0,t,0.43,37.97263,23.74715,1.0,False,6055,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6056,within a day,100.0,86.0,f,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,3,1.0,2.0,27.0,2,1125,t,25,89.0,10.0,9.0,9.0,10.0,8.0,9.0,f,1.22,37.99743,23.72659,1.0,False,6056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6057,within a few hours,100.0,100.0,f,t,ΑΚΡΟΠΟΛΗ,Entire home/apt,4,1.0,3.0,62.0,20,1125,t,23,89.0,10.0,9.0,10.0,9.0,10.0,9.0,t,1.08,37.9695,23.7252,1.0,False,6057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6058,,,,f,t,ΠΑΤΗΣΙΑ,Entire home/apt,4,1.0,1.0,43.0,1,1125,t,29,97.0,10.0,10.0,10.0,10.0,8.0,9.0,t,1.39,38.0156,23.73237,1.0,False,6058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6059,within an hour,100.0,100.0,t,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,14,4.0,7.0,320.0,2,1125,t,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,t,0.12,37.96468,23.72165,4.0,False,6059,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6060,,,,f,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,1.0,2.0,55.0,3,1125,t,0,,,,,,,,t,,37.96316,23.72386,1.0,False,6060,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6061,,,,f,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,1.0,80.0,2,60,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,t,0.05,37.97857,23.72924,1.5,False,6061,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6062,within an hour,97.0,93.0,t,t,ΝΙΡΒΑΝΑ,Private room,1,1.0,1.0,18.0,5,1125,t,7,77.0,9.0,9.0,10.0,8.0,10.0,9.0,f,0.34,38.01244,23.72859,2.0,True,6062,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6063,within an hour,97.0,93.0,t,t,ΓΟΥΔΙ,Private room,1,1.0,1.0,18.0,4,1125,t,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.1,37.98621,23.76209,1.0,True,6063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6064,,,,f,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,3,1.0,1.0,55.0,1,1125,t,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0.05,37.99136,23.72876,1.0,False,6064,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
